danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode
0.659,0.687,C,-11.976,major,0.0396,0.0561,0.00168,0.212,0.887,112.947,5Y67sAjZpir4N0PTBsIogb,200027,4,C major
0.635,0.661,F,-7.848,minor,0.0471,0.26,1.01e-5,0.0906,0.857,108.975,3pErM4EiWKf3k8KU3jjbXn,232667,4,F minor
0.422,0.8,A,-6.617,major,0.0293,7.25e-5,7.29e-4,0.357,0.937,181.872,0zEswgpayNg0tlsr2L0q7P,115640,4,A major
0.647,0.77,B,-5.282,major,0.0271,0.035,0,0.644,0.807,106.686,7x93eCAiJQF7DUt979fj3p,246813,4,B major
0.717,0.638,D#,-12.419,major,0.0553,0.108,5.55e-4,0.31,0.902,110.35,5lS3COt2wRFoT1injc0QCM,189907,4,D# major
0.497,0.349,G,-14,major,0.0297,0.0929,0.028,0.259,0.421,113.762,5gOd6zDC8vhlYjqbQdJVWP,365627,4,G major
0.507,0.593,G,-10.976,major,0.0346,0.26,0.00368,0.112,0.736,93.107,0D3Ra0iqmNHaLqJsASTEaP,239667,4,G major
0.686,0.783,C#,-12.188,minor,0.071,0.0131,4.93e-4,0.0919,0.761,128.494,3W2bKUV6XE2qNhtiiYjmEB,160133,4,C# minor
0.71,0.79,D,-8.94,major,0.0686,0.0442,2.8e-6,0.0473,0.967,140.717,3e5WMDl9rvpDrTBknNLwlj,172867,4,D major
0.47,0.815,G,-6.835,major,0.0358,0.0647,0,0.184,0.61,124.62,0O6hLhebUQGNFeCI8CpRyF,218267,4,G major
0.67,0.593,G,-8.699,major,0.0325,0.219,2.4e-5,0.0867,0.856,124.01,30fcVYLJuSwIQJTwOeFxyg,170040,4,G major
0.727,0.568,C,-15.633,minor,0.0571,0.113,0.00291,0.101,0.936,129.65,4ccZx5HCIzaXHd6RjjQutq,403200,4,C minor
0.465,0.486,C#,-7.438,major,0.0466,0.372,2.81e-6,0.113,0.503,144.639,5zt4lrHyA7g54mARhrTyuJ,242427,4,C# major
0.361,0.379,G#,-7.238,major,0.0282,0.546,0,0.152,0.393,137.741,0qb4XjVxUKGLhAxVw17Bsu,176760,4,G# major
0.666,0.379,A#,-12.252,major,0.0374,0.703,5.65e-5,0.0939,0.416,106.419,5AYzh1py5mPMj4zRL3f6wY,367640,4,A# major
0.36,0.231,G,-13.478,major,0.0455,0.889,0,0.134,0.306,148.814,005ZjdPDJEUNVDNrjEDHh8,227013,4,G major
0.641,0.615,C#,-7.411,major,0.053900000000000003,0.479,0,0.195,0.892,111.485,7EjdrZbFpBP2lIKT5zL7gT,198707,4,C# major
0.623,0.756,A#,-8.982,minor,0.0445,0.0916,5.24e-5,0.0699,0.785,119.265,5c3UefoBZ8SfwOmjrtMnd0,404973,4,A# minor
0.696,0.46,C,-10.883,major,0.0264,0.124,0.0301,0.0761,0.72,116.555,0TwbWDvurbVxM627eHMCim,235293,3,C major
0.422,0.943,A#,-4.365,major,0.0954,0.074,6.83e-5,0.105,0.845,165.764,71yCMlsD6qbD7NmNUEoVNR,182133,4,A# major
0.712,0.757,D,-10.045,major,0.0352,0.0543,4.05e-4,0.201,0.729,120.165,0QX4u1gl2VZ6HKShy7BWEn,262507,4,D major
0.32,0.324,B,-9.953,major,0.029,0.592,1.55e-4,0.0785,0.297,69.798,0u2tFxeny18bW8RE4F6h2z,210307,4,B major
0.661,0.667,C,-15.021,minor,0.0804,0.00164,2.64e-5,0.345,0.789,126.769,0SBtN6tadVqFJeKE6JciM6,201867,4,C minor
0.769,0.493,C,-13.747,major,0.0465,0.662,1.75e-6,0.052,0.826,95.942,35EgMrdylCF0pslcDHC9wW,181760,4,C major
0.688,0.729,D,-6.182,major,0.0379,0.507,1.25e-6,0.0922,0.764,110.233,3JC3FvqS04Mi0DK8gWmQZp,228520,4,D major
0.432,0.88,C#,-5.769,minor,0.0656,0.0206,1.91e-4,0.185,0.527,95.59,3gLlcZQMvpwgtV9THHXrGp,216733,4,C# minor
0.519,0.875,C,-6.488,major,0.132,0.223,0,0.0915,0.766,152.092,4gehZ6WYqLOXZpmMEq3Em9,233333,4,C major
0.381,0.879,C,-6.869,major,0.0424,0.00463,6.09e-6,0.212,0.686,93.472,0mLbE6jd8xwQEOEWSlxOxn,336640,4,C major
0.562,0.127,G,-21.111,major,0.0308,0.683,0.149,0.167,0.501,95.452,56b2vK62DPRBji0G9qNvPX,224800,4,G major
0.519,0.914,F,-5.934,major,0.0794,0.185,4.92e-5,0.971,0.665,121.819,1ECjkruGVxHRLSahGoo0t0,298680,4,F major
0.53,0.829,D#,-6.741,major,0.0558,0.273,2.55e-4,0.354,0.285,125.746,0xBUip8pf80321XF6jDYqx,198680,4,D# major
0.71,0.41,A,-13.186,minor,0.0316,0.026,0.00494,0.406,0.721,111.871,6mpXMmvEbzeGW7nuZaGB3U,217747,4,A minor
0.29,0.712,A,-5.181,major,0.0644,0.196,2.77e-6,0.0819,0.508,181.99,29YuwA6LwOewjNAzEr0s42,386360,4,A major
0.499,0.731,C,-6.418,minor,0.0379,0.126,0.0151,0.0976,0.767,127.843,0Nbb3kkURF5Tu7ePLdS4fO,315200,4,C minor
0.458,0.86,F#,-9.728,minor,0.0525,0.0138,0.00489,0.0491,0.604,147.562,6JWoLQAvw6LIMGOgEReYVM,337960,4,F# minor
0.511,0.864,E,-4.545,major,0.0491,0.0131,5.22e-6,0.438,0.597,124.946,7Iy3xvJuj80bfMOQWBGdNW,198320,4,E major
0.567,0.351,A,-11.757,major,0.0249,0.314,0,0.136,0.505,91.868,3ndjvFgEGP7kjsybiKljde,206867,4,A major
0.82,0.372,A,-12.085,major,0.0874,0.259,0,0.088,0.871,109.632,74t6ZmO6Vzq553l2zRgdhs,205733,4,A major
0.839,0.602,A,-7.599,minor,0.0318,0.0599,0.00833,0.0498,0.957,109.419,19guNngQSHXAqoZ1iLFKZ0,215747,4,A minor
0.354,0.606,F,-9.246,major,0.0425,0.169,1.53e-4,0.353,0.648,174.455,0HjRfUWnaHpfgElXkCl9zV,321440,4,F major
0.571,0.431,F,-9.017,minor,0.0392,0.612,0,0.0792,0.26,173.331,0QFlS1DTcgfvONJQad5AWQ,213960,3,F minor
0.706,0.412,C#,-9.647,minor,0.0335,0.455,2.16e-6,0.0715,0.731,113.375,2fIhWxzSB0xK90B9nDsNZl,203133,3,C# minor
0.651,0.432,D#,-13.501,major,0.0248,0.34,0,0.0763,0.602,102.695,0rcQN7sieYzOZ9OgD7X8q8,262440,4,D# major
0.408,0.149,C#,-15.814,major,0.0487,0.782,0.0297,0.14,0.107,64.835,6MzJedFur4ABluZpIjsHhB,258707,4,C# major
0.797,0.479,G,-13.855,major,0.0367,0.0112,2.88e-5,0.0624,0.869,124.337,2LqzuRukwnpeWYLXBtiwmq,251427,4,G major
0.466,0.537,G,-10.144,major,0.025,0.0496,1.8e-6,0.189,0.42,107.491,6vzaZfZMUAp9CBilyu0GDb,302533,4,G major
0.592,0.652,B,-11.258,minor,0.0574,0.0603,3.97e-4,0.139,0.626,116,16LlLzZwt7HNy0faS5w0xh,220573,4,B minor
0.736,0.698,C,-10.936,major,0.039,0.00217,0.764,0.349,0.529,128.012,00lIZ2gJMF1klCVsU3SyiU,300480,4,C major
0.673,0.664,A,-13.963,major,0.108,0.0124,0,0.286,0.966,148.393,1t4V9Pxd34gYDMtkv3sBmA,179613,4,A major
0.844,0.558,F,-10.326,major,0.041,0.0883,1.47e-6,0.151,0.892,132.153,5CGEqYWyFCavlhJyC5hqXs,169960,4,F major
0.606,0.899,G,-6.412,minor,0.0758,0.333,1.02e-4,0.0754,0.66,116.735,5FMXrphygZ4z3gVDHGWxgl,236760,4,G minor
0.505,0.476,D,-12.897,major,0.0711,0.25,0.00915,0.113,0.542,99.31,2wvMC5EyaaYQwBfiwwY2xE,536227,4,D major
0.452,0.773,F#,-6.794,minor,0.0305,0.0163,2.83e-5,0.466,0.847,114.285,0Ye9OGxiHF3jylblTCuX7Q,237440,4,F# minor
0.495,0.442,G,-12.321,major,0.0327,0.0905,0,0.16,0.609,117.522,4BLNsGmzx1WoOX3Q8pbOrP,250040,4,G major
0.464,0.765,C,-6.359,major,0.0467,0.024,1.27e-4,0.0671,0.848,133.468,09ga7yx4dQYeJMyYfe00my,271747,3,C major
0.799,0.71,E,-5.099,major,0.0397,0.0367,3.72e-4,0.12,0.767,110.732,69eihm0ByPDKtOnZ2B9mA7,214960,4,E major
0.797,0.858,B,-5.945,minor,0.13,0.291,0,0.108,0.817,110.151,7x0cHYdH7BMAPFU8IpQCG4,345533,4,B minor
0.657,0.447,G,-9.887,minor,0.0254,0.516,2.08e-4,0.108,0.542,86.953,4ARBDYNoKG44svvpIAxiG2,243267,4,G minor
0.32,0.193,F,-15.736,major,0.0298,0.424,1.28e-6,0.0863,0.126,133.996,0XoMHUBsG7MSfdtDezfoYG,224427,4,F major
0.49,0.22,G#,-12.657,major,0.0256,0.866,0.00197,0.188,0.189,75.952,1vTj4LxfK1fOvAyCaqAPQv,216667,3,G# major
0.621,0.577,D,-11.559,major,0.0421,0.0194,0.178,0.254,0.702,127.182,01JTNZGPo8RYD8nZA567qV,182027,4,D major
0.465,0.4,F#,-8.025,major,0.029,0.781,5.47e-6,0.114,0.303,139.584,3pfzgXLPDbcBQawjPLe9o4,232493,4,F# major
0.478,0.797,E,-9.454,minor,0.0308,0.00834,1.16e-6,0.495,0.686,154.351,65e26luF3vz3lfMnbmO3RP,141533,4,E minor
0.729,0.413,C,-15.291,minor,0.0405,0.662,0,0.0499,0.896,114.217,4c8EbIGb983AA6eGenjITV,210280,4,C minor
0.714,0.665,B,-10.948,minor,0.0381,0.00588,0.131,0.0655,0.805,133.805,6KlnQC66NiJTdO88aL62SF,392800,4,B minor
0.619,0.579,E,-9.307,major,0.0473,0.0152,6.4e-5,0.0858,0.69,127.224,4alHo6RGd0D3OUbTPExTHN,225627,4,E major
0.657,0.891,F,-7.765,major,0.0615,0.498,0.894,0.221,0.819,93.891,7DaMc5geC3tDco5ejhXqw3,291107,4,F major
0.388,0.338,A#,-10.054,major,0.0328,0.652,3.72e-6,0.248,0.477,177.784,74z2lfZ7fj3IqoK71lHkZw,303373,4,A# major
0.835,0.522,D,-10.828,minor,0.0916,0.0991,0.00184,0.111,0.91,123.934,0y0QpmcF1G3F79rjk3fjUx,338133,4,D minor
0.623,0.68,D,-13.255,major,0.0282,0.0056,4.25e-4,0.148,0.737,129.713,22CIOfLZB9z8He7WgHYAgH,237093,4,D major
0.701,0.807,C,-9.035,major,0.0661,0.0458,0,0.123,0.767,133.506,6HfFoHoJyCrhUj4rQmShXj,320467,4,C major
0.698,0.817,F,-5.786,minor,0.0911,0.0422,4.59e-5,0.295,0.937,118.724,0rhDPqY9EmXoF9PlOP2RFX,225933,4,F minor
0.359,0.862,E,-7.544,minor,0.0547,0.00153,0.0433,0.152,0.816,154.196,1HI8g96TQdHqqWManhaXVF,278227,4,E minor
0.492,0.429,A,-11.789,major,0.0322,0.344,0,0.27,0.306,143,3tRqfW9M14pe1RJbF3plEM,201133,4,A major
0.686,0.856,C,-3.359,major,0.0956,0.188,0,0.0724,0.694,117.951,1Jwj7grActJ0oT50gGyoPw,267760,4,C major
0.518,0.402,D#,-14.165,major,0.0342,0.496,0,0.345,0.21,121.964,1lkbp6hXy2Ww7gLVqM3qbF,273307,4,D# major
0.234,0.793,A,-7.78,major,0.0478,8.13e-4,1.63e-4,0.209,0.566,145.785,6ANLPbk2NMqpn4jOQ2awRJ,207800,4,A major
0.809,0.874,G#,-6.667,minor,0.0842,0.222,0.00358,0.533,0.816,119.458,4DHX6p6qtxPvj0qqk9Ff5D,484307,4,G# minor
0.334,0.378,F,-11.749,major,0.0315,0.411,2.94e-5,0.258,0.266,173.355,285Vc338NLtUyh1SMUuh3H,209507,4,F major
0.669,0.699,A#,-8.769,minor,0.167,0.0104,8.67e-4,0.689,0.7,108.344,4Q4biRy2OJx4MHXzo36nTa,464771,4,A# minor
0.587,0.331,B,-13.187,minor,0.0295,0.333,0.0203,0.13,0.35,110.744,5QgFvAiE7oGCBLt20wYYb4,185360,3,B minor
0.407,0.668,F,-5.158,minor,0.0515,0.234,2.05e-4,0.0766,0.526,146.68,5h4LCkR4gmgmp9uVLknSZE,280427,3,F minor
0.694,0.458,C,-10.252,major,0.0255,0.387,6.49e-5,0.0896,0.549,102.417,2HaZFoziaMSW2bwb4u92zS,214227,4,C major
0.692,0.69,C,-7.824,major,0.0332,0.337,0.00213,0.0862,0.92,125.315,6c0G8K6G2LlIfJTsRLJjfs,187973,4,C major
0.573,0.631,E,-9.671,minor,0.025,0.00982,0.151,0.121,0.92,105.984,7rgmbeNIaJTZZQKFt3wcIT,282865,4,E minor
0.641,0.455,A,-12.957,major,0.0266,0.0829,0.00187,0.0813,0.683,117.782,5W4amRbTIyv1uYpHtsYtmV,240443,4,A major
0.672,0.701,A,-5.73,major,0.0375,0.431,0,0.241,0.905,125.514,58sLR5pZS7VJJVG6nrpVeS,249680,4,A major
0.495,0.482,A,-10.707,minor,0.0257,0.3,0.00608,0.155,0.169,110.024,6EwEayt4nu6X2nAWVxbltz,270467,4,A minor
0.637,0.679,D,-11.033,major,0.0343,0.0386,0.0353,0.122,0.817,110.761,7HC4cWnMws2BjL00Ziz7Ao,212067,4,D major
0.497,0.147,A,-17.056,major,0.0331,0.828,1.13e-6,0.121,0.189,61.99,0vGUCq60dVguFmDHE6IT5B,220427,4,A major
0.484,0.523,C#,-11.655,major,0.0397,0.154,3.8e-5,0.206,0.662,115.732,6I1WM47PEY9Y0PQ0vuOsIu,231893,4,C# major
0.596,0.56,A#,-10.23,major,0.0297,0.176,0,0.095,0.526,135.355,4KxzOViQQbZpPa7WukYiIx,274599,4,A# major
0.686,0.613,G#,-9.581,major,0.0744,0.576,0.00119,0.146,0.812,140.761,3Uac2LXOc10m9nA3rhl75b,242627,4,G# major
0.43,0.622,D,-7.581,major,0.0282,0.0619,0,0.137,0.475,163.198,7BiYksRmik5PMb5zPrHe5e,222200,4,D major
0.523,0.954,C,-7.042,major,0.0408,0.00554,8.01e-6,0.755,0.861,133.829,4mS1Su5zf50QwNcjYjYzG6,253827,4,C major
0.751,0.957,A,-3.446,major,0.151,0.0261,9.81e-4,0.0765,0.914,130.995,0HOyWvEpazXnNSjaTKGq9g,240467,4,A major
0.641,0.32,D,-14.829,minor,0.0331,0.504,2.29e-5,0.162,0.844,74.053,663izkpJ5D52vX4piJeH1z,204522,4,D minor
0.488,0.802,A,-8.003,major,0.101,0.00616,0.00135,0.0658,0.651,130.661,5lMiCAiOnFVekZGwsyfI9d,180973,4,A major
0.474,0.507,F,-8.881,major,0.0327,0.381,0,0.305,0.536,108.306,6A1o7ejm0hxr6coe5VVSBg,301640,4,F major
0.527,0.404,D,-11.188,major,0.0347,0.161,5.84e-6,0.136,0.625,113.152,1ErjuzAC5tbW1iXGQ1aI1n,276333,4,D major
0.586,0.545,G,-10.968,major,0.0301,0.701,1.88e-4,0.381,0.439,96.866,5soslXZCxNHaeuUvWODYW1,218893,4,G major
0.696,0.729,G,-7.852,major,0.0345,0.47,0.017,0.065,0.879,91.245,4cqaDTuiDahpTkKOkO7IEL,222907,4,G major
0.308,0.319,G#,-7.299,major,0.032,0.871,0,0.135,0.153,86.327,0GGmZenoIvJcfOVPV3vNiv,173373,5,G# major
0.358,0.477,B,-13.99,minor,0.0353,0.172,2.72e-6,0.0866,0.323,142.576,5cgMSJp0ZCtHUeInvcviPU,306267,4,B minor
0.409,0.512,A,-12.215,minor,0.0291,0.0447,7.67e-5,0.493,0.652,172.424,08yfTLT6ei3j15382V1foN,224600,4,A minor
0.644,0.673,C,-9.106,major,0.0604,0.551,0,0.389,0.727,88.662,3vBAgrLmodifBs7AAyFOhV,199933,4,C major
0.549,0.766,G,-5.225,major,0.0302,0.0442,1.68e-6,0.123,0.871,120.201,0ZGnxME2DxxnnAsNREOjON,184320,4,G major
0.54,0.645,D,-12.19,major,0.0671,0.212,0.0164,0.0743,0.568,77.43,5trEcRW0hwJfot7uDhB9Ct,265893,4,D major
0.365,0.864,D,-10.88,major,0.367,0.0642,9.71e-5,0.192,0.52,139.661,1yNz3A4ubmE5IEvpNFkjdc,222427,4,D major
0.783,0.322,C,-15.091,major,0.0343,0.213,0.00243,0.114,0.77,128.226,2Xb6wJYGi0QXwURw5WWvI5,267773,4,C major
0.685,0.757,A,-6.727,minor,0.0438,0.0181,5.03e-4,0.0478,0.91,124.88,2jL4y7XkvIazdUJ9hIL42x,193e3,4,A minor
0.333,0.875,D,-7.595,major,0.112,0.23,0,0.431,0.546,167.922,6i5AWl19pUD53gqvtpl63m,508587,4,D major
0.602,0.475,A,-10.857,major,0.0372,0.186,3.2e-6,0.0677,0.711,97.893,1lW4mifDNiS8k1VhW87Q0n,224600,4,A major
0.292,0.324,D#,-11.996,major,0.0346,0.797,4.73e-4,0.12,0.384,176.631,5RgFlk1fcClZd0Y4SGYhqH,201373,3,D# major
0.703,0.49,E,-9.312,major,0.0254,0.398,0.00445,0.0913,0.645,94.329,0dI4rfSOlFVaCdYpOOoCrH,207600,4,E major
0.798,0.564,C,-12.456,major,0.147,0.25,0,0.0899,0.941,105.207,0GaWfXEIMQRhavaHg0PtM5,250320,4,C major
0.609,0.947,E,-7.752,major,0.0322,0.114,0.405,0.112,0.962,148.591,2OTcm0cV7PQrKpWeyMo0L9,190573,4,E major
0.403,0.329,E,-11.757,major,0.0411,0.63,0,0.101,0.318,129.21,4v14F6bmnnO9us55Ud6PXH,212133,4,E major
0.587,0.919,C,-5.556,major,0.0467,0.242,0,0.794,0.538,120.421,4Aqcxycro17IhkdG9lYye2,278160,4,C major
0.743,0.443,C,-14.524,major,0.0301,0.101,6.83e-4,0.136,0.715,96.481,6f5vTwQNj4ZzFBBwCGQ9fA,271893,4,C major
0.359,0.717,D,-10.309,major,0.0405,0.015,0.00365,0.36,0.47,121.878,4QySZtWymRGNgrwxZOODKF,360333,4,D major
0.556,0.89,C,-7.097,major,0.123,0.139,0.00841,0.918,0.772,165,6MoqVH4xRCjOu3B2dKu31l,213107,4,C major
0.578,0.673,C#,-10.802,minor,0.0439,0.762,6.54e-6,0.0985,0.655,91.001,6wz6cxCUMXtJJONlVrqkKX,220317,4,C# minor
0.539,0.278,D,-11.065,major,0.0234,0.515,0,0.0975,0.322,93.535,6b7l3YWWWUcxJZVETEKBVc,150040,4,D major
0.609,0.778,E,-7.548,major,0.0485,0.0862,1.16e-5,0.278,0.853,122.614,0M1YQiRGel1tTMjA3orfRd,242453,4,E major
0.764,0.628,F,-15.859,minor,0.0366,0.0311,0.673,0.0629,0.96,133.482,42TWEGEZXfsPHpjSLWATsH,351027,4,F minor
0.783,0.741,C#,-5.989,minor,0.0359,0.24,7.85e-6,0.248,0.964,119.91,1bRfXYbXR95uBchA4XwL3M,240333,4,C# minor
0.188,0.61,G,-7.665,major,0.0453,0.0985,0.00141,0.278,0.411,205.586,3R47BVunpwXhQbLWrClD94,190667,3,G major
0.655,0.739,A,-7.778,major,0.0575,0.317,2.66e-4,0.0987,0.503,155.129,64HCsmzpvUpSTM4mNAOR5S,381107,4,A major
0.743,0.447,B,-8.752,minor,0.0378,0.496,0.00771,0.0945,0.565,121.952,6ltCm0g20XgyxvtPy0MgSK,271480,4,B minor
0.568,0.368,E,-11.866,major,0.0343,0.604,0,0.0648,0.282,136.345,63zFgv11kEQbc8abRGhEjS,209907,4,E major
0.528,0.657,D,-8.762,major,0.0257,0.00156,0,0.131,0.864,109.93,5N9slLpaxu4JwDXJerRDZF,224360,4,D major
0.481,0.379,C,-11.525,major,0.0282,0.285,0,0.106,0.605,98.295,5bMbxO8cQYpJEi9rygYqcm,210493,4,C major
0.939,0.509,D,-8.814,major,0.0518,0.268,4.08e-4,0.0536,0.968,114.852,1d2nyxgX80fQ4XIT08qBA4,233467,4,D major
0.652,0.87,D,-7.997,minor,0.0391,0.049,8.91e-4,0.0465,0.692,128.641,4nXc5CqrCEbCfCYamK2XUl,475800,4,D minor
0.505,0.739,A,-9.357,major,0.0291,0.00785,3.1e-6,0.0662,0.883,117.314,0Vb2jkXz1dcvMpng0lbkrN,240480,4,A major
0.676,0.508,E,-8.836,major,0.0263,0.243,0,0.435,0.54,95.407,30OYvco4YZRz3wF2SP2VZC,282373,4,E major
0.703,0.726,E,-7.089,major,0.0245,0.0108,0,0.161,0.785,103.019,5po2HCMZvJ0aPSxRRGKm3p,209187,4,E major
0.805,0.788,C#,-6.353,minor,0.0354,0.329,4.87e-4,0.0411,0.86,100.69,4w2EzYwas6H1tag5Job5pN,265307,4,C# minor
0.425,0.284,A,-14.903,major,0.0375,0.429,5.01e-5,0.0955,0.191,82.615,5l7Vs5fhXUalqhhHTXYmoO,249493,4,A major
0.783,0.912,D,-6.992,minor,0.132,0.425,1.5e-5,0.161,0.772,122.425,0OIQxUqmzExTkME0S5dX0c,234e3,4,D minor
0.646,0.768,D,-7.567,major,0.0303,0.168,1.05e-5,0.0906,0.963,126.515,6CjId5Ur6jRP6ndGLy6vm2,136467,4,D major
0.504,0.594,F#,-11.258,minor,0.0506,0.132,7.65e-4,0.121,0.502,128.693,1eW5ciuWCKUcwetSWoSeHB,218107,4,F# minor
0.615,0.789,E,-9.369,minor,0.045,0.128,0.00891,0.0504,0.389,131.081,3sGIwMgana3sZUWxJr8wfq,388147,4,E minor
0.598,0.771,E,-5.238,major,0.0379,0.449,2.05e-4,0.0973,0.607,139.052,14pIl60LfvAB2XMdsDEaqj,220747,4,E major
0.562,0.433,A,-14.661,minor,0.0335,0.0487,3.9e-5,0.0727,0.754,102.953,6uAIRDdl2lOtIvekDKqp7w,386064,4,A minor
0.612,0.531,E,-14.634,minor,0.0291,0.0191,0,0.0636,0.903,129.844,5urQ71S7WzfYwj6swqrNSH,251797,4,E minor
0.239,0.519,A,-8.675,minor,0.0319,0.795,4.59e-6,0.0434,0.347,97.534,2cMgoTNRQCHYTZV2KpFmD0,182547,4,A minor
0.437,0.785,D,-4.971,minor,0.0361,0.0476,0,0.117,0.751,124.437,3BSnIlyqtnij83r8f0u4oN,245933,4,D minor
0.641,0.566,E,-12.715,major,0.0512,0.628,0,0.061,0.8,77.337,3GEQKzK6WCsLKaLYeVCH88,172013,4,E major
0.513,0.711,C,-8.446,major,0.0399,0.135,0.196,0.575,0.344,140.972,2wJSZMhQFe81mq5K77XE1C,364228,4,C major
0.58,0.788,A,-7.998,minor,0.104,0.657,4.71e-6,0.305,0.646,134.856,0rLemgaftUhE0iYxp6VQSm,221933,4,A minor
0.625,0.551,G,-9.831,major,0.0312,0.154,3.27e-6,0.408,0.534,98.769,3STjByGTUmCTxfmWShd7p6,221893,4,G major
0.577,0.64,A,-13.749,major,0.0348,0.0022,0.0218,0.134,0.631,119.177,1UzZ7zTg6FqzRLeRQc6eap,292440,4,A major
0.659,0.641,F,-7.839,major,0.0623,0.0413,1.78e-5,0.298,0.925,106.915,16CNcz7Jv5xES5CTSkauwB,274133,4,F major
0.695,0.921,D,-5.585,major,0.0619,0.00789,0.211,0.302,0.914,126.382,0quutq85UbelmEDgn05koB,496647,4,D major
0.634,0.833,A,-5.117,minor,0.0323,0.165,4.63e-5,0.162,0.799,129.587,4ewmSyDLQ8Bl3Y6nRQsL7Q,224613,4,A minor
0.766,0.584,B,-8.515,minor,0.0553,0.00978,0.00315,0.0762,0.923,117.08,47w1ZdXC1h2HvhgQLych1N,306373,4,B minor
0.687,0.823,A,-8.571,minor,0.0427,0.107,9.46e-4,0.28,0.838,128.189,317uSHY79VghU3b4sbkLle,313667,4,A minor
0.826,0.692,F,-5.732,minor,0.0418,0.105,0.00296,0.0366,0.754,111.951,4fF7vWtlKir78LFi8txuys,214640,4,F minor
0.644,0.731,A,-9.373,minor,0.0442,0.05,0.011,0.313,0.844,124.337,6DlvMkL6QTupB5gPlvCKHQ,497333,4,A minor
0.37,0.668,D,-9.013,major,0.0393,0.0445,0.00208,0.324,0.581,128.252,5LYMs4ZrB5chAdu2FusRf7,183093,4,D major
0.668,0.223,A#,-12.727,minor,0.0298,0.135,0.0431,0.112,0.149,100.508,0ryv1vK7yoPfJYNGKzlYpo,220427,4,A# minor
0.626,0.449,F,-11.389,major,0.0434,0.631,0,0.0803,0.467,141.196,4LoyAYQh4bSurcMWPre7Lu,251347,4,F major
0.588,0.702,A,-9.503,minor,0.05,0.036,0.00571,0.0943,0.9,89.829,6FdJUe4VNlIjYzs89DzDea,306746,4,A minor
0.569,0.867,C,-9.716,major,0.109,0.224,0.00714,0.274,0.881,159.764,15pEym7nD6cuTdn4l9PVOl,193067,4,C major
0.562,0.753,A,-10.647,minor,0.0442,0.0754,0.0387,0.545,0.592,147.185,5iNYlkcBOTIS7RkosaWNKI,293767,4,A minor
0.694,0.649,D#,-7.176,major,0.0281,0.357,0.00258,0.0868,0.603,111.98,5zVKisBri6JH1fooBhUaVq,403040,4,D# major
0.406,0.904,D,-8.301,minor,0.0609,0.0268,0.00393,0.707,0.642,130.724,1MMojvYXRUFhk6nSSWxnjT,571440,4,D minor
0.409,0.39,G,-13.882,major,0.0353,0.35,1.46e-6,0.0906,0.422,184.453,21yEdio1k1fz2e5myQiSBx,194867,4,G major
0.562,0.58,G,-6.785,major,0.0286,0.0255,0,0.128,0.466,131.471,2YJGfcUI5p4krVxjhSCg7M,259e3,4,G major
0.801,0.488,G,-10.388,minor,0.0605,0.261,6.81e-5,0.121,0.907,104.773,4E2gdBRKC12MJWFUOkH0UN,301493,4,G minor
0.379,0.434,D,-10.293,minor,0.0349,0.454,1.13e-5,0.215,0.312,122.075,2rrKrXbdajRbygkIW3t867,257533,4,D minor
0.494,0.698,F#,-12.049,minor,0.0553,0.0397,0.00634,0.152,0.778,95.842,4aVuWgvD0X63hcOCnZtNFA,235800,4,F# minor
0.61,0.684,E,-10.197,minor,0.0682,0.392,0.00477,0.109,0.75,78.028,79Qlk33OpmjfF9rKmmUsVk,324440,4,E minor
0.537,0.929,F,-4.957,minor,0.0446,0.0145,6.18e-4,0.188,0.717,114.785,2M55R2A9IAhLdsCGFj8r8k,213267,4,F minor
0.619,0.892,B,-7.066,minor,0.0408,0.0145,1.34e-4,0.36,0.739,124.468,5K1yixKM76xet15Knr3nsm,299e3,4,B minor
0.769,0.828,C#,-11.6,major,0.0427,0.1,8.36e-5,0.315,0.82,122.371,5mZF2kEd7vipMDIZxyQiCq,307672,4,C# major
0.363,0.395,F,-10.045,major,0.0453,0.388,6.88e-6,0.399,0.273,142.477,01UoL2TMosSGESoK7TqGr3,251440,4,F major
0.731,0.394,D,-9.467,minor,0.0343,0.121,0.324,0.0911,0.393,119.912,3ZCp1RkvevrOUVcaXBePK5,250627,4,D minor
0.822,0.591,E,-9.226,major,0.14,0.626,1.5e-4,0.223,0.865,95.092,5hagbOLUB9yP9QtjHERdeD,180987,4,E major
0.754,0.724,A,-6.058,minor,0.0656,0.0158,4.05e-4,0.0611,0.954,128.925,3WimzuWXQt4bnd4jcv0Gov,320333,4,A minor
0.628,0.739,D,-7.923,major,0.0613,0.236,4.61e-6,0.224,0.86,96.839,7Cb6j69rjUQSifSIBCWAAQ,228613,4,D major
0.612,0.865,A#,-7.612,major,0.045,0.00674,0.00852,0.205,0.625,125.616,7JvxcLTaS7ONqhgNzpw8qm,247960,4,A# major
0.539,0.418,F,-11.039,major,0.0391,0.25,1.02e-6,0.147,0.212,136.439,1NpkWVD9BYJKJ9viIIqMAi,232467,4,F major
0.66,0.746,B,-5.624,major,0.0364,0.194,7.35e-6,0.191,0.964,104.902,1j2Mt62jbN2jjdFkWY5Jkt,160573,4,B major
