danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode
0.549,0.336,C,-11.669,major,0.029,0.652,0,0.134,0.802,154.958,33FPsMEl3UwpytDuyf9VYq,153933,4,C major
0.696,0.743,C#,-6.623,major,0.0439,0.0836,0.197,0.119,0.776,137.276,0nG4SbrAONIFLIwQqegooj,138747,4,C# major
0.652,0.838,C,-6.591,major,0.0378,0.434,0,0.328,0.965,147.219,6NCPbpsr2N4w6YIZkpq6jx,134573,4,C major
0.646,0.571,F#,-6.614,major,0.0299,0.295,9.31e-6,0.319,0.953,92.919,52l2PCOwU2n2zfTlc0pEov,147e3,4,F# major
0.554,0.189,E,-14.277,major,0.0279,0.915,1.37e-5,0.132,0.214,136.714,2urRqmAFhjZKo8Z6sEGzEv,165293,3,E major
0.601,0.721,E,-8.143,minor,0.16,0.835,1.19e-6,0.24,0.849,97.89,0MLachoG7wHVRrVydw2xuJ,113853,4,E minor
0.694,0.528,G,-8.209,major,0.031,0.482,0.812,0.231,0.885,105.785,6gIFUpY85r9b4pCDIIkJDF,147933,4,G major
0.439,0.427,G,-7.879,major,0.0358,0.786,0,0.111,0.781,125.13,2YVifHvinQio4kk6qifztd,152027,3,G major
0.786,0.845,F#,-8.905,major,0.123,0.183,1.97e-5,0.294,0.875,98.721,5gjeRYKyOH23oNNb59WjJq,158267,4,F# major
0.689,0.723,G,-7.815,major,0.0905,0.925,0.134,0.113,0.964,122.623,3h5g8M5cWCPniE29PHhv7M,113413,4,G major
0.334,0.137,E,-15.965,major,0.0359,0.877,2.76e-4,0.117,0.332,83.439,26YkbXVX59D9lDxce25pX5,162307,4,E major
0.742,0.0899,A,-19.187,minor,0.158,0.0906,0,0.113,0.351,137.473,2CeqxyOZEyiL6pTDYZ9gPH,201333,4,A minor
0.408,0.397,A,-12.536,major,0.03,0.873,0,0.28,0.697,72.615,3c7KT5CN8uYRaK3xThhdYt,162773,4,A major
0.534,0.807,G#,-7.9,major,0.0525,0.499,4.81e-5,0.185,0.971,145.252,1IcMAG7yvnTG1Q4xHvScGE,126307,4,G# major
0.603,0.316,D#,-14.013,major,0.123,0.598,1.08e-6,0.0733,0.735,183.416,72q9ssiMhhksZqwTYYEUs1,161533,4,D# major
0.509,0.273,A,-10.484,major,0.0278,0.863,0,0.0777,0.457,99.01,13xxW8H3H39GAQzdgXQ9Vf,135507,3,A major
0.499,0.477,E,-5.759,major,0.0252,0.472,0.0267,0.106,0.869,84.992,2ezGLGYLs0Q1J8m5zy1NvY,137326,4,E major
0.546,0.238,E,-11.653,major,0.0333,0.872,3.93e-6,0.117,0.484,109.947,7mHIj0eOzSLpTBzTrVFHPQ,139960,4,E major
0.627,0.47,E,-10.059,minor,0.0788,0.711,4.69e-4,0.623,0.587,122.314,5TfgHMP79vvaUKtBIWD9wS,148933,4,E minor
0.449,0.369,A#,-12.799,major,0.0554,0.907,5.89e-4,0.251,0.896,72.246,32aZ9tODwDPbmKzIfvr60z,113213,4,A# major
0.318,0.209,C#,-13.582,major,0.0353,0.765,3.14e-6,0.115,0.192,86.37,1r6shlzjAP2t8o6OHTeGEE,169253,4,C# major
0.609,0.609,F,-13.835,major,0.0297,0.719,0,0.148,0.959,108.965,19qkesdHjvJEZztR8kFuY3,134920,4,F major
0.678,0.658,D,-8.664,major,0.0303,0.235,0,0.361,0.65,89.376,2WCeQuJ7pumP9zHBkKZACi,139867,4,D major
0.7,0.195,C#,-16.657,major,0.0322,0.749,0,0.0472,0.58,101.858,2oPz7fWUmfeNG00NVf5uNa,148533,4,C# major
0.448,0.708,C#,-11.665,major,0.073,0.897,1.33e-4,0.091,0.922,174.295,3F3nKJP5W8bMWwT6D3gpdX,152985,4,C# major
0.233,0.337,F,-10.031,major,0.0307,0.854,1.53e-6,0.274,0.218,73.576,76eNJQoJmN4mfsUW0q8HPv,168293,4,F major
0.294,0.443,D,-11.501,major,0.0322,0.75,1.16e-6,0.404,0.356,83.823,3t72D6frjSTo9JH3gaFbF6,18e4,4,D major
0.709,0.422,E,-12.306,major,0.0367,0.969,0.015,0.137,0.865,123.578,0rKd9qeK0UPdqgYyQ46nhS,153360,4,E major
0.667,0.391,A#,-8.712,major,0.0258,0.728,0,0.0809,0.682,101.3,6eIEXINZt8rtgqEtOxP9ur,146800,3,A# major
0.59,0.646,A,-10.022,major,0.0481,0.341,0,0.053900000000000003,0.864,131.132,2qa55pQuSWU7g7lxl36Psc,106933,4,A major
0.551,0.421,G,-10.461,major,0.276,0.00806,3.94e-4,0.256,0.869,174.937,53MkmSqmBa6s2b0Q9Zvg1C,152581,4,G major
0.683,0.58,B,-9.47,major,0.0365,0.478,0,0.0652,0.909,142.796,32B8L99crpPtq4ICaJBpiS,134560,4,B major
0.603,0.755,D#,-6.396,major,0.038,0.662,1.91e-5,0.0764,0.967,136.373,4C0wRKBEUuYonk1uxXjxGG,136427,4,D# major
0.657,0.664,E,-8.352,major,0.0339,0.623,5.97e-6,0.417,0.87,108.917,6V0bSLpZ6XNJ72jBb6fpvx,104440,4,E major
0.598,0.136,F#,-14.094,minor,0.0365,0.881,0,0.341,0.386,127.735,1ziqCUcuCbr98FXENMnVym,180800,4,F# minor
0.476,0.694,D#,-8.078,major,0.129,0.755,2.04e-5,0.0772,0.927,175.584,4oM93m3dQYXI3tpJOvo08j,146200,4,D# major
0.627,0.259,F#,-11.333,major,0.0364,0.933,0,0.091,0.519,111.168,0COs1GhGn3sKJ4bZuXkNXx,165827,4,F# major
0.724,0.699,F,-7.994,major,0.108,0.354,0,0.0915,0.928,110.596,6WGzw3Bk9BgxUWvY7oJgrh,127507,4,F major
0.741,0.308,A#,-13.904,minor,0.0321,0.771,1.55e-6,0.102,0.615,114.572,3kjEjsy17HdYmC3dpHZQSW,155627,4,A# minor
0.83,0.325,A,-13.681,major,0.0373,0.514,0.00165,0.172,0.816,123.094,0HBD3qQqzNqAnP29UgbOJp,153920,4,A major
0.53,0.18,E,-13.409,major,0.0271,0.82,0,0.107,0.432,89.49,1R0HW2ZiOzZoYfnZbUK7eE,144120,4,E major
0.427,0.617,D,-13.57,major,0.0475,0.217,0,0.151,0.926,165.836,7h7U3OYppI7HpgFqCc2VZ3,149200,4,D major
0.613,0.372,C,-13.051,major,0.0299,0.785,0.00154,0.115,0.697,98.549,05k40oRJ58mQBJSAz0FkLI,129333,4,C major
0.547,0.24,C,-15.011,minor,0.038,0.849,6.66e-6,0.106,0.579,101.124,4EWzX1rNaid4E8sULZd1UZ,168360,4,C minor
0.671,0.447,A,-14.931,major,0.0718,0.305,1.61e-5,0.358,0.887,157.265,6I49RDTrOe54naukI7dYYF,133947,4,A major
0.371,0.347,G#,-6.604,minor,0.033,0.918,0,0.102,0.372,104.922,2RiqYokg5JYZVph0AuUiPU,151040,3,G# minor
0.689,0.749,C,-8.983,minor,0.166,0.844,0,0.097,0.959,93.71,4UgiNlKI2BrCmMhGnrYFze,101947,4,C minor
0.597,0.55,D,-9.963,major,0.106,0.703,0.0165,0.0662,0.953,74.012,3l67CqAXUM9MmOGDyF8LAQ,152333,4,D major
0.586,0.545,G,-9.712,major,0.0293,0.313,0,0.137,0.904,106.343,1sgU6LtIDuTT2bxqdmSbh4,117400,4,G major
0.756,0.756,E,-10.821,major,0.0433,0.489,1.75e-4,0.167,0.966,156.484,44XGMLszaOWD7k4LsJMcWa,121067,4,E major
0.651,0.541,C,-11.192,major,0.0507,0.815,1.12e-5,0.102,0.907,80.198,0kCrGNnh5NMvmnanSnPyf0,142400,4,C major
0.481,0.218,A#,-11.084,major,0.0395,0.949,1.61e-6,0.109,0.298,116.568,3r1gubikPWozK1NLpn33ng,127600,4,A# major
0.595,0.79,G,-10.604,major,0.117,0.677,0.00535,0.103,0.914,149.457,5zJveTbh7QQ3ywe5f2FW1Y,136720,4,G major
0.645,0.624,A,-11.805,major,0.0784,0.822,0.00679,0.099,0.847,106.598,5zlhMUKEiN90Uu0e4NTQbj,128653,4,A major
0.636,0.661,G,-5.44,major,0.0564,0.664,0,0.194,0.948,133.913,53ETFsa22ASbJM7m20fNKC,118600,4,G major
0.776,0.438,A#,-7.332,major,0.0712,0.795,0,0.0795,0.942,119.903,7AS8KEoPbJFeAvWKTIsxGq,153800,4,A# major
0.555,0.661,D,-8.808,major,0.082,0.702,0,0.0506,0.96,156.678,0SRjDyh7nZ8N4mHbnO6kh3,152307,4,D major
0.263,0.553,A#,-9.016,major,0.0382,0.702,5.06e-5,0.168,0.945,208.759,5ta9IiShIAlXs38xpdkEaH,138960,4,A# major
0.724,0.379,G,-13.495,major,0.0456,0.808,0,0.187,0.849,134.629,7ux55BPkC494PlmfGTDzWq,152067,4,G major
0.687,0.748,C,-6.495,major,0.0314,0.498,4.35e-5,0.0943,0.964,120.049,0SsoaWBcUkmh47fWKSZ7HW,146067,3,C major
0.333,0.227,D,-12.206,major,0.0323,0.965,0.00185,0.149,0.194,87.523,6yzHLeKfF9yCJBQOLoEkDC,143667,4,D major
0.424,0.271,D,-19.076,major,0.0628,0.184,1.8e-6,0.269,0.69,125.751,32ct28qS2n2zz7OB67RMWn,147053,4,D major
0.346,0.183,D,-10.675,major,0.0304,0.87,0,0.0997,0.193,107.868,7jKaqwcVpMXAENTAS80p0s,183359,4,D major
0.631,0.884,A#,-7.255,major,0.0404,0.75,0,0.12,0.964,92.398,4rtaRroBUBNyXN07oAO7Wq,153107,4,A# major
0.86,0.778,D#,-12.756,major,0.0394,0.618,2e-4,0.242,0.904,124.54,6PIfWKUIA6w3XDEvk4ANme,157307,4,D# major
0.465,0.245,A#,-11.232,major,0.029,0.929,0,0.182,0.35,133.432,2hECDE2rtiNWCjxviTO5W4,164600,4,A# major
0.767,0.435,A,-10.422,major,0.0339,0.444,9.08e-5,0.0791,0.805,115.139,1KgY8yJqET4Uoix6lFeJ7Y,106173,4,A major
0.387,0.203,C#,-13.135,major,0.0283,0.921,0,0.157,0.221,73.684,2peUFoCYkDopfwq2u1G9nF,187627,4,C# major
0.564,0.653,D,-5.515,major,0.0361,0.284,0,0.566,0.904,141.422,2OSQYducfzZHjj4b2rTSS6,110326,4,D major
0.603,0.636,F,-10.04,major,0.0408,0.449,0,0.335,0.774,153.061,3R6oqTYWDBs686Au3QVFZs,120560,4,F major
0.346,0.278,C,-9.974,major,0.0271,0.829,2.26e-6,0.136,0.484,99.434,7oST1fsKySaH6RO5nzYjfA,139311,3,C major
0.215,0.298,D,-13.141,major,0.0336,0.619,1.21e-6,0.103,0.323,102.791,48agj5oUDAWxA3Mjfx604e,138360,4,D major
0.434,0.591,G,-9.685,major,0.0292,0.38,0,0.898,0.751,86.805,4mhSrAdYDIFZF2nsNhpQVx,125573,4,G major
0.513,0.841,D,-9.286,major,0.0365,0.132,0.63,0.298,0.89,112.336,6bW5PsMOU4eJMECwfaSb1Q,124667,4,D major
0.566,0.386,C,-7.685,major,0.0321,0.871,0,0.243,0.484,80.435,0V2SCm7GlZoojWRnunwBmh,149293,3,C major
0.722,0.808,G#,-5.626,major,0.0592,0.729,0.179,0.0606,0.921,126.301,7ubVjMPdm7Der0ynsjO6XU,131591,4,G# major
0.278,0.386,D#,-10.112,major,0.0309,0.861,1.3e-4,0.118,0.195,93.07,4j80rvP2WPxSUAEQVEa7BK,156933,4,D# major
0.595,0.143,D#,-22.262,major,0.0343,0.962,8.82e-4,0.114,0.36,93.416,1EKaxPuCNyvEX4kZs5pcdK,146373,4,D# major
0.455,0.18,G,-8.602,major,0.0295,0.979,0.00104,0.236,0.416,105.86,3xMRvaJtmChfRN3D6ERLFH,164187,4,G major
0.481,0.204,A#,-11,major,0.0306,0.721,0,0.216,0.374,110.648,56Bn2XQOqUtHPeYSehjhNu,159640,1,A# major
0.701,0.601,D#,-10.636,minor,0.0325,0.649,0,0.376,0.928,118.83,0nM3niAxsB8yNLE8nzJb7n,141413,4,D# minor
0.618,0.6,D#,-8.461,major,0.0342,0.744,0,0.0913,0.942,152.946,387sGfSWvJRXtQmUQ8Rai7,129493,4,D# major
0.545,0.748,F,-8.669,major,0.0461,0.805,0.931,0.0957,0.937,163.947,1qeyWlRWjmV1bEDhRRI1cQ,129173,4,F major
0.694,0.771,E,-4.642,minor,0.386,0.805,0,0.592,0.895,146.569,1OdIJI2nChNUwj9tJ6riFr,160347,4,E minor
0.558,0.724,A,-8.634,minor,0.0882,0.615,0,0.603,0.872,144.08,2H8UtrmKfplv4kHAR4sRUE,157573,4,A minor
0.584,0.334,C#,-12.606,minor,0.0263,0.847,0,0.164,0.637,103.643,6Et30R1GtviOIDU7wYYyxp,139987,4,C# minor
0.489,0.561,C,-6.898,major,0.0284,0.591,0.634,0.151,0.794,107.2,59sKLjdgQxr5d94fykaaAR,133107,4,C major
0.603,0.403,E,-12.037,major,0.0292,0.904,6.08e-4,0.109,0.557,107.11,0V39LnOklHIGnbbYcxspMi,173680,3,E major
0.482,0.865,G,-9.446,minor,0.0624,0.511,0.943,0.286,0.726,181.487,4fEyr0oAexVma6UuRlCaD0,133667,4,G minor
0.421,0.749,F,-10.836,major,0.0384,0.269,0.885,0.12,0.919,168.637,5AZqt1llQBZgRCcT5UFQRy,140533,4,F major
0.686,0.77,A,-7.647,minor,0.0524,0.752,0.00137,0.118,0.592,110.256,4sJCrqkY4LsUzr2VbwsmM8,147824,4,A minor
0.552,0.583,D#,-11.129,major,0.0737,0.867,2.11e-6,0.247,0.663,159.854,3daU8ctyKol8VacgAgYFQl,142667,4,D# major
0.563,0.312,D,-9.998,major,0.0289,0.537,0,0.149,0.674,113.941,4zi2MSsUCUq0byEc5jajh4,165293,4,D major
0.56,0.27,F,-15.08,major,0.0412,0.743,3.46e-4,0.172,0.305,78.674,08Z6RDOkekbQ6goFEjR8rQ,159293,4,F major
0.328,0.599,F#,-13.341,major,0.0372,0.258,0,0.109,0.889,178.298,43RGpPaI0YYQjkAxlSx9C3,136533,4,F# major
0.487,0.288,A,-13.06,major,0.028,0.576,0.00108,0.0699,0.57,86.889,4ANR5XuKiprXba8t80OBg7,150400,4,A major
0.54,0.274,C#,-7.7,major,0.0251,0.795,0,0.126,0.426,71.428,2is86f9EuevkodPjftgqZs,167293,4,C# major
0.718,0.187,D,-13.456,major,0.0364,0.583,0.557,0.0782,0.494,61.544,0EEvZsgmGsNrxabexYNiBa,166013,4,D major
0.374,0.201,G,-16.257,major,0.0309,0.133,0,0.13,0.36,65.643,5wthTiKPlzFNY93AoVcwsc,135027,4,G major
0.549,0.336,C,-11.669,major,0.029,0.652,0,0.134,0.802,154.958,33FPsMEl3UwpytDuyf9VYq,153933,4,C major
0.656,0.563,F,-6.844,major,0.0652,0.625,0,0.0521,0.966,204.346,3tafcDpA8uGHDLzRd4ZKQY,118413,4,F major
0.44,0.937,F,-7.012,major,0.0442,0.654,2.62e-6,0.29,0.96,158.668,440H1QfV3D6rPp2isCGHb5,145387,4,F major
0.662,0.641,G,-7.701,minor,0.05,0.526,0.0583,0.218,0.88,126.986,6AjMbVfI4nRC1xQywkAhtW,168555,4,G minor
0.774,0.709,F,-5.902,major,0.0462,0.174,0,0.194,0.82,129.889,2SYJ5Uf3CK4ADjeIdwYeOU,146318,4,F major
0.37,0.383,G#,-8.061,major,0.0348,0.847,0,0.12,0.698,195.777,26X1WcM7YvpSWCybEkdcbS,165707,3,G# major
0.424,0.42,F#,-8.854,major,0.026,0.853,0.0692,0.129,0.576,96.064,4Tl53dZWBhzZKvmsV8BaYT,170587,3,F# major
0.65,0.358,B,-11.93,minor,0.029,0.879,4.43e-5,0.117,0.831,112.048,6mlRlzFBgzSjck5AaN1q4d,115133,4,B minor
0.616,0.774,A#,-7.809,minor,0.141,0.728,0.00199,0.0843,0.861,164.69,6zG9YQO5UcGmD8egMbr4Ae,118013,4,A# minor
0.496,0.278,D#,-14.402,major,0.0267,0.432,8.32e-4,0.148,0.663,70.64,3wREWgMKDTK94Nm7sER80a,159765,4,D# major
0.375,0.874,F,-3.087,minor,0.0829,0.585,3.09e-6,0.0497,0.924,165.025,2SNE3I4zFEvqlt9Ihc86TI,114335,4,F minor
0.732,0.436,A#,-9.943,minor,0.0252,0.617,1.7e-6,0.0629,0.87,92.768,4ehRBdPTMUIvFTLOp0pXjR,161107,4,A# minor
0.573,0.5,C,-15.4,major,0.0384,0.135,0,0.344,0.961,88.391,34cIRc1r5LTtlAkFwP5HlK,142333,4,C major
0.326,0.495,A#,-10.839,major,0.0386,0.891,0,0.241,0.723,109.915,62RfCZpT2zfBHRXD8yp2WV,178979,4,A# major
0.253,0.316,B,-15.921,major,0.0335,0.849,0,0.206,0.505,194.298,47Bgv5eznmIxWXL6MEXTpa,177171,3,B major
0.66,0.913,E,-11.041,major,0.0332,0.883,0.942,0.816,0.966,131.098,0RSVbkOEsFxe04NmKHh7s4,138707,4,E major
0.249,0.335,D,-11.667,major,0.0338,0.919,0,0.273,0.223,132.045,2358NjOVj67PtyXpBnN0l8,155707,4,D major
0.777,0.399,A#,-7.72,major,0.0364,0.734,0,0.0683,0.961,117.007,5HpMXCCNwjCJur4RMGosw9,172560,4,A# major
0.512,0.743,G,-9.931,major,0.031,0.554,0.502,0.297,0.614,91.777,1XDKsn1v42i19lWojUd2mk,218560,4,G major
0.497,0.219,B,-9.122,major,0.0283,0.938,0,0.114,0.416,66.113,1b2FqA7LFv1L1x29MPX0KZ,151278,4,B major
0.392,0.17,D,-16.48,major,0.0346,0.847,0.0211,0.108,0.182,112.504,5aV5yyjJGz1mdGAw9gkYrR,155240,4,D major
0.531,0.33,B,-15.492,minor,0.0302,0.37,0.515,0.242,0.57,98.488,2sY6aThAHYcUTNjgiVJkYy,179093,4,B minor
0.906,0.624,G#,-10.789,major,0.111,0.285,0.583,0.165,0.831,118.385,6bizaQtH9H1BbGEvvZ81bb,180933,4,G# major
0.703,0.394,E,-11.888,major,0.0279,0.871,0,0.283,0.948,94.06,3COjT0tbvqn26scYuMaOis,147200,4,E major
0.605,0.125,G#,-19.733,major,0.0471,0.843,0,0.137,0.519,121.408,5uYosy3mD3kOyQ4FzfkFU8,161418,4,G# major
0.494,0.464,A#,-7.586,major,0.0305,0.55,0,0.503,0.662,119.208,5oZZ4FBW4VS2JIhFSIHcin,163600,3,A# major
0.672,0.511,G#,-10.022,major,0.041,0.77,0,0.265,0.968,94.88,1bns9KycboRCz7VqkAbMTU,106467,4,G# major
0.582,0.813,F,-9.601,major,0.0437,0.128,0.773,0.131,0.961,125.852,6Nj6chcNYH8iLa8fakygVP,136440,4,F major
0.518,0.894,G,-6.596,major,0.0761,0.697,0.00488,0.599,0.852,162.966,07PdDDbOrY7TLnKi5xeC8q,160400,4,G major
0.469,0.396,F,-9.322,major,0.029,0.864,0.00129,0.119,0.73,182.117,47pRJEI47iSFYjAPgItv1I,153112,4,F major
0.74,0.691,C,-7.345,major,0.0472,0.913,0.00266,0.214,0.922,127.99,5bS0ORZ7TWxPp1nGkqSgvm,155760,4,C major
0.439,0.252,F,-14.676,major,0.0343,0.994,0.521,0.167,0.41,101.554,5BTL9AWVWz8BMLm8I9uXwg,151051,4,F major
0.555,0.15,C,-24.133,major,0.0349,0.98,0.353,0.109,0.896,114.705,3ihA3xJH7oPRx5TrPithZu,138985,4,C major
0.448,0.421,C,-11.105,major,0.0566,0.731,1.76e-6,0.201,0.873,83.222,0TK9qfeH6pUDEHq4puOUNr,96960,4,C major
0.507,0.358,D#,-12.085,major,0.0324,0.788,2.5e-5,0.0673,0.814,116.489,0C7M2eMM22PSLOGE1v8oTr,167416,4,D# major
0.413,0.453,D#,-8.758,major,0.0405,0.601,0,0.293,0.782,212.105,2N7vBQnVWtXXL0L1XUqvyt,171140,3,D# major
0.661,0.632,C,-8.889,major,0.0511,0.688,0,0.263,0.953,129.407,4CORfI5PJIhyMw8uWpDfKz,151040,4,C major
0.471,0.428,G#,-7.712,major,0.0396,0.676,0,0.089,0.57,144.714,0YaKSvm49KciLOTJIbOZAk,153840,4,G# major
0.396,0.0438,D#,-16.691,major,0.0404,0.929,4.31e-6,0.125,0.28,178.097,0CflF3AeiAQr9kyJLzByvs,244307,3,D# major
0.37,0.319,F#,-11.558,major,0.0302,0.87,2.53e-6,0.336,0.31,94.849,7JiX12LKnjWOman1rrf6Ag,154507,4,F# major
0.554,0.486,A#,-8.224,major,0.0317,0.792,2.64e-5,0.137,0.437,115.278,2wZ0TkyDd02x9i8XFlLJqn,146175,3,A# major
0.621,0.525,C,-8.806,minor,0.033,0.111,0,0.17,0.524,107.368,7xQVggJXXXWETjJRi8shds,134027,4,C minor
0.501,0.666,G#,-9.189,major,0.291,0.66,0.118,0.353,0.949,126.578,5V2ryy8KIG7bM1ZTHUz3Sv,127573,4,G# major
0.381,0.179,C,-16.824,major,0.0372,0.593,1.82e-4,0.164,0.277,88.269,7KQAXHx5fkvPiAVYV5MwoO,142667,3,C major
0.585,0.495,G,-11.568,minor,0.0391,0.719,0.32,0.087,0.82,92.569,3cBPesXC7p7vcGvFVhFef2,205067,4,G minor
0.567,0.212,F,-12.459,minor,0.0344,0.873,0,0.112,0.596,77.444,74ZHF7tNTd2MN2pyJCyi35,162933,4,F minor
0.622,0.637,G#,-12.139,major,0.0449,0.515,1.33e-5,0.379,0.927,130.424,2ezdz4xRzhAXx5VGzPFzNL,127248,4,G# major
0.616,0.405,A#,-9.554,major,0.0459,0.807,0,0.16,0.895,81.358,3l3s8oKT29PeY7Hv7Zfjzl,113760,4,A# major
0.457,0.331,A#,-12.372,major,0.0306,0.722,0,0.274,0.536,108.616,1oMV36ekOzLN10wXh9sWOV,180013,4,A# major
0.378,0.0517,G,-15.978,major,0.0325,0.977,7.93e-4,0.111,0.278,82.564,0kDAIIolQxysMCbVrMjJbV,129248,4,G major
0.653,0.747,C,-6.932,major,0.0877,0.531,0,0.101,0.887,95.995,3gd3Eu7AEqJC1wcNx8P8xg,108293,4,C major
0.633,0.716,A,-8.146,major,0.0426,0.797,5.73e-6,0.0999,0.77,80.865,3wbZ4SLakqTZqV76czDeuZ,125773,3,A major
0.411,0.423,A#,-8.495,major,0.032,0.696,8.77e-5,0.112,0.734,86.728,6FFSvdMABAhUdd1AsUOUac,138371,4,A# major
0.402,0.608,F,-9.804,major,0.0375,0.713,0,0.0739,0.867,75.887,0bZjaPT9LpdOMzsmNxOcSr,118280,4,F major
0.369,0.597,A,-9.439,major,0.0331,0.518,0,0.0665,0.908,166.841,6ulj2AJf9MNyWglNQVwlD4,142093,4,A major
0.201,0.458,D,-7.687,major,0.0298,0.904,3.39e-4,0.126,0.399,174.852,3vwqUuBytMCDYn0MTqVMF4,143920,4,D major
0.446,0.408,D#,-10.457,major,0.0292,0.602,0,0.0821,0.827,105.663,2oChlFe6mym0vlvbgsYtED,116427,4,D# major
0.668,0.908,A#,-2.887,major,0.0492,0.778,0,0.0843,0.966,118.599,7gMfiWFzbd56giYOoK8UC9,176760,4,A# major
0.476,0.355,F,-7.662,major,0.0282,0.78,0,0.161,0.557,104.7,2TyuolPBtUCqtFuWg8QmkQ,142240,3,F major
0.441,0.188,D,-13.141,major,0.0291,0.717,1.84e-5,0.225,0.268,89.587,70QSfCRdvcI17ZgHQ7nyFX,144467,4,D major
0.505,0.841,D,-6.052,major,0.0505,0.862,3.08e-5,0.459,0.966,159.822,4Fr7NKJVMAaFK5MyQLLRhA,145893,4,D major
0.711,0.454,E,-14.412,major,0.044,0.685,0.00646,0.397,0.961,172.898,6x36pdUu44DuWEQRRwjOgz,138240,4,E major
0.44,0.612,C,-9.064,major,0.0711,0.602,1.17e-4,0.247,0.562,116.203,7Izm9x8NngMsRrRXoEb46u,151240,4,C major
0.19,0.208,F,-19.741,major,0.0355,0.906,0,0.155,0.364,79.938,3FvCnVbpYYJoyaDNABsRrz,164240,1,F major
0.626,0.437,G,-10.099,major,0.0337,0.0644,0,0.208,0.963,111.998,3DdqtmVrXTzIunL3Nzi8K0,156996,4,G major
0.604,0.456,E,-13.708,major,0.0329,0.85,0.00155,0.717,0.92,138.487,6mDxOJNk9hak5f4HkfPgZO,176813,4,E major
0.538,0.63,D#,-7.623,minor,0.0374,0.809,0,0.279,0.965,72.15,6rgJxgOIeEL05MF69Dzw9b,155347,3,D# minor
0.409,0.142,A,-17.227,major,0.0298,0.966,0.0745,0.106,0.246,143.885,37i8KZMaGDsuPjHPgxQtyQ,123067,3,A major
0.507,0.916,A,-9.408,major,0.0381,0.707,0.912,0.226,0.96,90.248,3BbWoQcdCY43PLH1I9EC1s,126480,4,A major
0.833,0.741,C,-9.78,major,0.0327,0.693,0.715,0.0877,0.963,130.471,5uIwimVjt2kSEPdak2Zt2l,156573,4,C major
0.657,0.507,C#,-8.45,major,0.0536,0.672,3.63e-6,0.0428,0.937,81.662,4TKN3PoYi3tCSEYejiAxxH,146227,4,C# major
0.693,0.646,D,-6.623,major,0.105,0.526,0,0.415,0.933,79.286,210GdlfSeGcJt1IhzbEcdo,141093,4,D major
0.543,0.906,C,-6.522,major,0.0461,0.777,3.62e-6,0.277,0.871,142.131,3SVSr92g89bJj6mbeWq5ie,142199,4,C major
0.737,0.551,D#,-12.005,major,0.0562,0.723,1.29e-6,0.0985,0.841,108.539,6XVav09rqnF4xvZ7MQenZz,135867,4,D# major
0.67,0.436,C,-11.698,major,0.0554,0.887,1.71e-5,0.0609,0.951,83.023,6HBgCYResmsdmOufyHVoNB,150267,4,C major
0.339,0.289,D#,-13.503,major,0.0285,0.691,0,0.178,0.173,90.662,5kzM98eDH14QABJRxz73e9,139227,3,D# major
0.211,0.346,D#,-11.843,major,0.0327,0.864,1.29e-5,0.156,0.254,74.475,19QR1mF1lCwuGzVdgfLKXa,168733,4,D# major
0.786,0.641,F,-16.072,major,0.0722,0.703,3.17e-6,0.152,0.948,139.472,6GNzFswd2lirFJ2ocGCQQ5,131667,4,F major
0.453,0.921,A#,-7.658,major,0.0639,0.88,0.795,0.105,0.962,153.131,07XwH5mAtVpWM1yZq8aQMo,100798,4,A# major
0.604,0.658,A#,-7.323,major,0.0648,0.305,0.2,0.0849,0.91,78.257,4m9yCjMCg0JbACCo7rAJ7N,159846,4,A# major
0.578,0.623,F,-7.563,major,0.0273,0.109,0,0.277,0.83,115.747,1CVA447BBevix1KWd6G7D2,149211,4,F major
0.695,0.484,A#,-12.571,major,0.0413,0.838,0,0.279,0.806,146.454,1oxMyFoLW1IpXDUy9ejQyL,174092,4,A# major
0.684,0.411,C,-8.613,major,0.0307,0.79,0,0.259,0.486,121.034,6LL1oTK55nFICsxhxHWSCR,139667,4,C major
0.653,0.689,A,-8.376,major,0.031,0.366,8.65e-6,0.0842,0.965,86.3,0Em6cSXsllECfcPmsF7YWa,125747,4,A major
0.617,0.579,D,-11.348,major,0.0312,0.586,0,0.363,0.982,109.964,2oMvny2Y41o0LXb2auN9Mq,123347,4,D major
0.581,0.776,D,-4.944,major,0.0395,0.346,0.00475,0.279,0.963,89.342,35cwtczfpEWxC1MY0RGCo9,138019,4,D major
0.563,0.701,E,-6.923,minor,0.0339,0.62,0.00148,0.241,0.753,139.174,0VfqiRtS26qIqgug39MuXb,135079,4,E minor
0.635,0.457,C#,-10.746,major,0.0576,0.781,0,0.185,0.948,181.891,7cB5Nqo4pck9w9W2FRaouA,175667,4,C# major
0.406,0.414,D,-11.619,major,0.0401,0.77,0,0.192,0.351,116.758,0nEcbWvxgpLr0O9MEIPjNx,156667,4,D major
0.677,0.737,D,-11.17,major,0.0432,0.417,0.0014,0.181,0.96,97.488,7ddKfTLf7v6aflN4rflzfK,124173,4,D major
0.305,0.186,G,-20.559,major,0.0377,0.801,9.26e-5,0.237,0.16,114.727,7eC0hWA0WSAaZvPM0t38lv,187200,4,G major
